Sequence_ID	Param_3	Param4
86	37	0.5524606060774202
87	72	0.2752444850251805
88	802	0.4903437405017398
89	450	0.8244282413257278
90	962	0.22888848773853265
91	135	0.8264829771167904
92	503	0.5646131887566436
93	564	0.6735302698815417
94	86	0.6811224862333352
95	537	0.565010367546406
96	930	0.8157561197287152
97	798	0.8575438044757595
98	949	0.66362248609154
99	279	0.18534898343117068
100	454	0.6076798770745668
101	18	0.2723297235501191
102	61	0.2354240343280084
103	672	0.42205276911814704
104	213	0.6309664893947149
105	130	0.1367037330719617
106	623	0.9319261262974032
107	932	0.6005283079332113
108	545	0.6972470911123765
109	795	0.7676415868951998
110	283	0.5590458657019214
111	938	0.345416959498838
112	465	0.41446774997051183
113	637	0.7379670976307577
114	670	0.4963056222360719
115	97	0.38932324491370673
116	563	0.3937834784338812
117	58	0.8566967959485097
118	403	0.858595791096774
119	954	0.5228454154857822
120	474	0.9238628353202691
121	996	0.7808440299312294
122	505	0.9512696366954426
123	523	0.8272195182614442
124	327	0.12043058820401709
125	915	0.5543792592553771
126	465	0.15324161955302773
127	649	0.8890301120929459
128	241	0.01902328257510988
129	193	0.007509180238828517
130	870	0.28656858816598096
131	206	0.7890082724285017
132	865	0.8232203657176215
133	386	0.7474460584375314
134	999	0.15498506188667116
135	695	0.6532241750057316
136	530	0.9571263662553599
137	33	0.562417655437947
138	810	0.5804791092995842
139	716	0.24803093629063222
140	198	0.444111310422698
141	368	0.7870492173270162
142	302	0.14688948497499654
143	566	0.3208393915625414
144	623	0.2568344462317971
145	946	0.22042381485407225
146	766	0.75164429897053
147	15	0.33830530059497155
148	316	0.6261392960147338
149	243	0.9762246435939349
150	225	0.7591459122295185
151	862	0.43302495226312043
152	925	0.8837362517729961
153	422	0.5551804110043458
154	480	0.10840393602195131
155	142	0.9136301779745074
156	83	0.4258968146114871
157	553	0.25562500103255925
158	237	0.3707692657796592
159	277	0.22382435381013122
160	606	0.02809561164955543
161	949	0.33921718724006045
162	429	0.07357408578480729
163	84	0.9996929370757444
164	822	0.3946423408756097
165	941	0.8516973766160634
166	125	0.09534735907932479
167	795	0.36907214454538706
168	517	0.16827949416558974
169	313	0.15129611003360055
170	896	0.7333473820795882
171	118	0.5103609639057766
172	307	0.44244079380953405
173	976	0.6596939401298043
174	891	0.8716486708649798
175	420	0.607263356189077
176	491	0.36261860997505513
177	64	0.11324321222695688
178	915	0.6080093462644549
179	346	0.20023392973699738
180	26	0.5365030635142258
181	294	0.019549836122562003
182	228	0.4029003167524323
183	769	0.6552334202311395
184	121	0.01200084455449224
185	430	0.7885528267955785
186	697	0.2467666704538053
187	841	0.8691845977998701
188	150	0.7211839294401504
189	291	0.705977023864963
190	689	0.6356664089119134
191	801	0.6058847217399969
192	594	0.4523602261826588
193	128	0.475472422316101
194	782	0.6989248499692621
195	716	0.6444143323565379
196	808	0.5271865240217266
197	280	0.13756296834931625
198	552	0.9727142707828764
199	106	0.2641318624589939
200	895	0.7180424252595956
201	368	0.40685504347157375
202	1	0.8517089363946986
203	960	0.6733707856767347
204	911	0.2942913342383021
205	620	0.16801689278230236
206	522	0.3636112382633768
207	252	0.47681188130285124
208	236	0.029303162482911538
209	595	0.5198338471242757
210	172	0.9634162496653255
211	616	0.3245693145969505
212	427	0.613652991857851
213	929	0.01696515411564914
214	954	0.7550411037843603
215	184	0.5832230393152673
216	852	0.3500748190250612
217	981	0.9841828392709746
218	836	0.5314000105516088
219	194	0.5965988711319068
220	722	0.8508273685520692
221	952	0.08553867471455034
222	857	0.3376011422791668
223	456	0.43040163845168344
224	517	0.4151696393733739
225	826	0.2042361729247576
226	898	0.5439485972070051
227	177	0.6152552644548165
228	280	0.2602989657121977
229	784	0.8972639983041134
230	825	0.3702534604318012
231	319	0.9655787813169814
232	686	0.5442010956856405
233	845	0.7976459804687813
234	930	0.24198727803116515
235	161	0.052993160424289365
236	946	0.9843480121439123
237	787	0.512816103206344
238	806	0.8630514887368413
239	474	0.04344947510395425
240	588	0.8036171094155101
241	722	0.01362936614499799
242	731	0.048518912639998635
243	195	0.9767981698055176
244	163	0.16748173663700805
245	121	0.26992922159891586
246	468	0.9933961457497823
247	746	0.8587039747948882
248	23	0.31146590415391584
249	337	0.02773006395122357
250	994	0.7735449406413131
251	465	0.9082950449789087
252	545	0.32490440148001987
253	278	0.9108791428513061
254	336	0.0626138769629021
255	352	0.6973153070317023
256	107	0.923068686125687
257	580	0.6053932030977665
258	663	0.6454960266006313
259	256	0.5172072808233755
260	232	0.06918439315574498
261	656	0.6145443684092153
262	434	0.3915899418827927
263	832	0.5174488230058935
264	711	0.6217335553372335
265	537	0.7297872944101714
266	69	0.6011385194016355
267	225	0.8972838190351712
268	266	0.11554591357058852
269	206	0.7162105782391412
270	540	0.7879275484483195
271	89	0.14295376532607007
272	742	0.30606076630988055
273	914	0.9242477516666969
274	851	0.16376850992909564
275	267	0.6629826758059746
276	422	0.6645950055662704
277	67	0.20933964321240706
278	204	0.033910529181680804
279	533	0.28016471105976615
280	757	0.7826618492538637
281	968	0.950305065603398
282	476	0.3802063131107457
283	675	0.7321239637441851
284	20	0.36803902164713176
285	728	0.3405240372015791
286	866	0.836512286082163
287	44	0.31777434968652385
288	619	0.7957506682315167
289	476	0.3384816500640613
290	743	0.6577206535266829
291	895	0.5408587812416938
292	428	0.4144227557774124
293	889	0.0529669205234885
294	86	0.7213112876189108
295	224	0.23006819588250615
296	639	0.19939915824381105
297	274	0.17650475001917043
298	389	0.3844236365152712
299	785	0.4760342986677266
300	520	0.1623069551058166
301	517	0.21129055320487378
302	494	0.5493615729778152
303	500	0.14794191690458813
304	73	0.039747135770644926
305	220	0.8923581005328685
306	460	0.37826744362102716
307	734	0.07147068608323492
308	374	0.4237840939089472
309	787	0.019173173945432498
310	240	0.660308906666535
311	220	0.48636115326178697
312	532	0.7669347687144141
313	563	0.8590134245615307
314	520	0.20825973696134015
315	546	0.6958376890705905
316	992	0.9654204316711427
317	283	0.16374186009344727
318	940	0.16899799392441694
319	289	0.017134477628369504
320	791	0.2193680678492158
321	970	0.6068125397840922
322	237	0.21670710800817883
323	57	0.4749578795486906
324	852	0.5914082392948283
325	884	0.8623065561150965
326	351	0.6251305569531405
327	113	0.6994956206121525
328	88	0.350535982085335
329	56	0.32158936595189536
330	797	0.5171079033357826
331	192	0.021115368418230807
332	85	0.6644941456047282
333	150	0.18497756916391417
334	98	0.7686359873736373
335	302	0.14938016841766288
336	877	0.8389987595040482
337	522	0.9063808040690442
338	53	0.5433231469674429
339	11	0.6713502322652577
340	842	0.028273180941995713
341	583	0.7439781364512562
342	588	0.19162747661987445
343	96	0.9187499733602956
344	841	0.509733662252707
345	693	0.3045472595745903
346	325	0.8038774246611738
347	765	0.23549386970546293
348	732	0.553001518067192
349	122	0.9794634318725056
350	276	0.5520063615120192
351	668	0.7194536748967101
352	589	0.910339940372275
353	496	0.46124198444635367
354	188	0.5532477706028314
355	971	0.3642339084867776
356	813	0.9235673884672808
357	493	0.7162335188427363
358	636	0.774410945849092
359	188	0.03770041887088771
360	46	0.5688857623704314
361	378	0.3896345857535325
362	205	0.8082495034813009
363	80	0.8176348180044286
364	613	0.613314933909477
365	140	0.8659474731192625
366	352	0.668194461231793
367	235	0.11661546315538895
368	859	0.8423864101945409
369	718	0.9640974796814095
370	315	0.812270019267461
371	483	0.9429228060146624
372	324	0.19762153742570843
373	697	0.17864901027910962
374	641	0.6399616589590941
375	204	0.5027690518362447
376	615	0.5730261828658267
377	874	0.39850515497349015
378	747	0.9848074898020452
379	665	0.7763367981489684
380	468	0.20140488662210154
381	549	0.6597409895523739
382	561	0.07625513703994713
383	190	0.15387205804904058
384	523	0.6372127325983497
385	915	0.2917809141922759
386	512	0.9730355806793997
387	994	0.09779912389375345
388	89	0.7961960967432433
389	665	0.2494431304904854
390	149	0.8606635818093857
391	989	0.010879499746841548
392	241	0.03909748983554362
393	892	0.3096803020412391
394	338	0.7496742082251504
395	425	0.6506269587013768
396	335	0.3076461548647266
397	687	0.9774588046949101
398	966	0.857907868463785
399	707	0.5158563405574328
400	752	0.7958923349469363
401	473	0.7804819617068585
402	992	0.8325947668151775
403	203	0.14101488408842222
404	555	0.11506783026252265
405	447	0.08294440207418663
406	503	0.4678157988517604
407	885	0.2216615084633753
408	930	0.5411813856817755
409	882	0.43152231830389787
410	685	0.9309967046713816
411	397	0.6115880871338706
412	552	0.66840899793103
413	776	0.19669587758102103
414	432	0.672177981780518
415	8	0.2780286034204116
416	589	0.9137611387090337
417	376	0.6848740692173038
418	952	0.7537625074353528
419	124	0.3831381657907368
420	414	0.8178486245544094
421	388	0.22876407954026678
422	279	0.49555132472660035
423	5	0.7512739886517642
424	78	0.7340752884333286
425	805	0.5616406137097532
426	698	0.5601128836970848
427	649	0.23669477401868122
428	397	0.9249700026489773
429	470	0.9169594156964269
430	699	0.3250528962735052
431	651	0.9536558037865991
432	656	0.8891190937140198
433	420	0.6257749936940297
434	144	0.3989595213785032
435	284	0.8440283506575048
436	131	0.6741520154766084
437	103	0.14016691117383206
438	501	0.5303329952378057
439	819	0.4214089074785685
440	436	0.21250526978208895
441	740	0.761385406107869
442	668	0.5061654768825156
443	384	0.8065984613264922
444	520	0.8216293871180719
445	226	0.21048494383870742
446	572	0.4554947102799928
447	41	0.5402879068204831
448	202	0.18710804651751956
449	544	0.9333206034603226
450	92	0.5694645923910918
451	592	0.9716794731311045
452	63	0.9440859298311858
453	434	0.1410958687485534
454	820	0.20307491224490393
455	623	0.29681437348767803
456	114	0.3465419594802821
457	831	0.4065602295320544
458	183	0.4061453451414119
459	417	0.7907841854817367
460	963	0.2170174260433927
461	876	0.6194168714442537
462	343	0.06090077381905423
463	844	0.9423244535578169
464	267	0.5382712002614151
465	32	0.9624848215053945
466	68	0.685500638102986
467	749	0.7278445896066535
468	243	0.1045037661038406
469	928	0.12182699438566402
470	423	0.5613272110466608
471	535	0.28436888033245344
472	142	0.46624239303773773
473	994	0.6516538490467421
474	721	0.4630625719395203
475	167	0.6313942652289789
476	987	0.8724385422913165
477	904	0.36231237299421604
478	141	0.5114377149448512
479	973	0.9968543790567816
480	540	0.7135086563354076
481	287	0.07311196781729767
482	576	0.5279744667189118
483	200	0.11542984231979769
484	643	0.0027183452700947353
485	451	0.22126569854150568
486	429	0.19950540913538828
487	957	0.13897463723833625
488	647	0.539670308335082
489	101	0.9679881928629269
490	5	0.038549696875900485
491	374	0.836317554193477
492	125	0.5123201330030692
493	361	0.22328568585684305
494	502	0.9562517059018576
495	99	0.17421117373292705
496	819	0.8862390169013104
497	264	0.23278812229423684
498	76	0.2527668105687062
499	51	0.6123772038534514
500	247	0.03614582736294569
501	4	0.5950443874779735
502	33	0.9788699114794127
503	127	0.13937835976110025
504	879	0.3179493598962708
505	952	0.30097057854386233
506	939	0.26386702090270453
507	529	0.9509453038661437
508	419	0.2736972072080063
509	321	0.29811565596746403
510	482	0.3556540300806632
511	596	0.10347714698346344
512	286	0.16165873061460379
513	274	0.2893788365304446
514	262	0.28084852627704815
515	498	0.5296313795942905
516	235	0.33308709992519037
517	167	0.24869922364361863
518	198	0.044805027734945546
519	533	0.2845169643608948
520	790	0.5070112010071216
521	242	0.1227545488615499
522	813	0.1981218013133338
523	207	0.34535434595333403
524	454	0.1633811185456805
525	172	0.9824854814431686
526	391	0.38821077407845306
527	1	0.19244021296041314
528	13	0.3552675861161153
529	800	0.5288595075956166
530	166	0.15852376932637724
531	807	0.8859019319134211
532	971	0.032818493665974224
533	913	0.5747904035554615
534	171	0.5128386962468342
535	114	0.3831332605525294
536	991	0.28154657516178927
537	542	0.19118276813991253
538	983	0.21135337082350147
539	431	0.2727225862302368
540	416	0.1489387789017258
541	33	0.23091240196684681
542	945	0.7467039378300498
543	565	0.9455038403979497
544	380	0.33679469774893345
545	787	0.10449609997711073
546	913	0.8164236817111711
547	788	0.8616947036254994
548	86	0.6197296501759728
549	916	0.22846646495997647
550	283	0.5781916592402133
551	473	0.20178180413650282
552	823	0.7366740768213792
553	726	0.34635787736909973
554	964	0.23754511551561153
555	386	0.9369676691031436
556	384	0.8378447783634414
557	301	0.16438610221332683
558	671	0.9632420127647148
559	167	0.41490598691696134
560	636	0.2101102751151961
561	522	0.46626560753237334
562	563	0.7760896204186938
563	21	0.19250646402072813
564	771	0.5435608859019961
565	194	0.895358797598791
566	193	0.30946141202634503
567	606	0.47342762172692343
568	158	0.7698574886041898
569	774	0.7518052428568008
570	559	0.7794257680813572
571	844	0.28628931135297786
572	656	0.02080768608425143
573	820	0.8318127436250332
574	833	0.3737018613676103
575	847	0.9369076585496076
576	832	0.5844359275323676
577	198	0.24731679924725591
578	511	0.9546282403756711
579	116	0.5541330996681311
580	703	0.14347600428135454
581	522	0.687648115866253
582	213	0.386432760405944
583	732	0.14322304859871549
584	755	0.19673432180485062
585	301	0.16081550367270092
586	514	0.7469458438461355
587	525	0.826340520230429
588	517	0.5865227888355006
589	378	0.08091089813432673
590	340	0.5559132665170509
591	327	0.9736645259750164
592	132	0.807472443821962
593	542	0.7106233778388868
594	243	0.718406076237855
595	824	0.7699740519726271
596	661	0.2050266306740276
597	554	0.3920414904838302
598	672	0.26636390772928853
599	338	0.5800178850847973
600	492	0.804606957046625
601	289	0.7188238386260577
602	136	0.1562086915233588
603	837	0.08861588762918515
604	482	0.04831173720047799
605	803	0.3660594083720875
606	698	0.5926292956034142
607	739	0.5834193604686401
608	170	0.6172226591538166
609	721	0.10658734794359759
610	50	0.1793260774173424
611	601	0.08396435154307658
612	933	0.9698176096256402
613	70	0.6122055179080536
614	860	0.36365982139390907
615	289	0.0024511734995369405
616	250	0.031079429228737743
617	903	0.8276028715716219
618	207	0.42629373753280053
619	327	0.11767291767678523
620	172	0.1384461477357518
621	186	0.17081474406685893
622	669	0.7352647070641368
623	727	0.8235554484287816
624	971	0.9911146661271081
625	331	0.8586238798489249
626	89	0.6837982015518327
627	445	0.03724934649067835
628	974	0.5266384631789279
629	320	0.42643585849944443
630	863	0.2506122335348916
631	488	0.5721674065611833
632	799	0.3970864817785109
633	915	0.3387773356000845
634	666	0.9145717562749666
635	979	0.09333114689566036
636	248	0.46074378892674106
637	444	0.4042107368797361
638	67	0.8856647485757351
639	572	0.8687492771218519
640	594	0.5021305586742293
641	719	0.6139267194604214
642	404	0.5059363640497179
643	511	0.5295677508629747
644	646	0.947137186519511
645	353	0.12994960742186024
646	441	0.30531714679631705
647	488	0.5576118653664592
648	729	0.2827872608007449
649	615	0.6372262735326257
650	891	0.7866560834089478
651	976	0.7542950084890917
652	63	0.013679009184349167
653	992	0.7486194855226533
654	689	0.8286586920770288
655	239	0.7079923946575482
656	666	0.4635845157350048
657	220	0.8306615464238527
658	664	0.239837129754638
659	454	0.3133439278187401
660	93	0.34485499011442733
661	685	0.33795461415236516
662	185	0.1685025741021603
663	563	0.9210866479091983
664	121	0.3860050472470711
665	495	0.029124566699999854
666	779	0.31117069845107725
667	739	0.7826171521003461
668	222	0.7608975746774824
669	915	0.7002594274116831
670	489	0.7947983304994319
671	529	0.7219301385533531
672	302	0.7065416437844092
673	657	0.0177822918892665
674	941	0.43419395966687324
675	948	0.3018370382973743
676	368	0.05973863880138586
677	149	0.7240001224544667
678	902	0.7988034901124251
679	364	0.17452865613472934
680	991	0.6804648923801121
681	144	0.9870459188301155
682	919	0.49764501057582455
683	373	0.9117775170847033
684	683	0.6315521012547199
685	209	0.7845852883573373
686	255	0.7755773098524116
687	628	0.23392393615268092
688	323	0.8470808416771235
689	19	0.8769947371848877
690	666	0.9192068783730134
691	237	0.5378747720792305
692	565	0.28398546667480373
693	55	0.7752899795639688
694	663	0.2961800576200897
695	118	0.07977630774112376
696	101	0.689124135729933
697	22	0.7946398344649219
698	332	0.20037561053496034
699	204	0.1835211536238186
700	858	0.1446994559884558
701	718	0.675208059106871
702	37	0.6425931204890861
703	424	0.022445729015430405
704	642	0.30439324871072015
705	169	0.9636696594042564
706	386	0.019708510167237847
707	446	0.15131662175172012
708	894	0.6959791766841488
709	679	0.9568977302337758
710	429	0.3887299130142666
711	7	0.051440837425261066
712	998	0.33816403561977515
713	970	0.2397646632262671
714	34	0.852088591687997
715	703	0.6056946470380977
716	462	0.26629289299687486
717	579	0.18657272212497034
718	443	0.8155131503081812
719	143	0.14436189293854185
720	874	0.26315119041864243
721	68	0.2436151748753278
722	728	0.8337054526184747
723	241	0.2060432125579824
724	203	0.47270216759407235
725	922	0.861792320688965
726	764	0.15980111931760121
727	565	0.03162679156604109
728	747	0.9794566096560456
729	292	0.14623417301861985
730	49	0.22187169942803442
731	816	0.5606418989707549
732	839	0.3413866037148474
733	333	0.6412559325020809
734	302	0.1142557855712294
735	716	0.6252891472045945
736	665	0.8440297711450296
737	712	0.524123880418758
738	451	0.03162687155688626
739	947	0.6125332109839177
740	747	0.11958818862864928
741	97	0.8944195603091879
742	241	0.5548409164824614
743	769	0.9476783134277388
744	255	0.9547236137270437
745	484	0.3971574194158428
746	567	0.9170517889419372
747	821	0.571507406404857
748	102	0.4749883293407253
749	466	0.40309147982181803
750	699	0.5982592309594876
751	201	0.3506530147861808
752	34	0.9956880561089108
753	910	0.41376639709335417
754	68	0.3401200677385522
755	879	0.7673572825935068
756	670	0.12307568944096359
757	134	0.45610351273088756
758	116	0.4930830833726404
759	750	0.44261483085243924
760	762	0.7345197637265485
761	221	0.3244639882115611
762	361	0.8823987194578705
763	503	0.16537430884404403
764	944	0.03376007773389256
765	481	0.8618362455377676
766	411	0.5170699807097289
767	792	0.3331074137654966
768	43	0.7272147376302442
769	806	0.8696847216833219
770	387	0.022070721040077457
771	381	0.060993961871879
772	352	0.16512594421659188
773	960	0.8275404475501604
774	992	0.08535023193369184
775	554	0.10407762524286357
776	522	0.5391255331180639
777	522	0.4220218207532208
778	266	0.5883211974529375
779	670	0.01896803567208949
780	684	0.25746718345273933
781	643	0.356305948659139
782	119	0.8174040858382925
783	517	0.616778111708398
784	590	0.19142502705681697
785	64	0.6004935990965989
786	374	0.8758310511647105
787	698	0.2817640899212721
788	931	0.5267976206614753
789	285	0.7954613025529509
790	83	0.27828919265496266
791	471	0.15851019553791346
792	290	0.7262131948533131
793	116	0.5543537931051744
794	443	0.13123623212956903
795	342	0.4011352975204573
796	361	0.4948229027503829
797	88	0.8382727554616256
798	649	0.9718563952169734
799	69	0.673553343341963
800	304	0.9079513040089274
801	854	0.8342030501421057
802	464	0.4492773163993329
803	161	0.5137763061268183
804	440	0.41490070529647616
805	74	0.18316188796738908
806	577	0.9439596198274306
807	242	0.5424873692245405
808	123	0.25449184531302504
809	325	0.2261288739638394
810	519	0.5305684432307749
811	576	0.3517730883804385
812	59	0.16010728237912375
813	896	0.07371814914111674
814	737	0.3689572159563428
815	605	0.1805362488383262
816	814	0.6939722565822875
817	283	0.4079042418214127
818	748	0.7011377382897274
819	795	0.3164812830289311
820	966	0.28584145025724106
821	316	0.9367363804283507
822	148	0.5994317155592588
823	892	0.9343154616654551
824	4	0.9735645736121148
825	814	0.9698042768077619
826	296	0.33632713584924323
827	230	0.3030019745193313
828	291	0.8350600473801024
829	675	0.14750770402797786
830	824	0.3980560166295628
831	780	0.743257625578602
832	320	0.6869655000112869
833	230	0.18186807364470015
834	50	0.8713029021375741
835	943	0.4363892995441677
836	107	0.6468350091860837
837	230	0.43024937921714335
838	179	0.45092500332635654
839	84	0.7596230500854113
840	736	0.5843445506809194
841	748	0.528191016517239
842	305	0.7892262940605571
843	199	0.8969122592740937
844	122	0.6997049429406267
845	737	0.01268287545216229
846	278	0.6554015166511181
847	246	0.4468240297914442
848	791	0.22200177470349647
849	220	0.42405884430223695
850	390	0.09036833952910617
851	522	0.45118680191584215
852	690	0.15832493176247764
853	3	0.3289341814033955
854	340	0.8512986329809642
855	883	0.9734908763117442
856	43	0.5588594072177878
857	286	0.21789434491602944
858	661	0.12307603005606049
859	507	0.4560052277932676
860	551	0.589105471354137
861	459	0.5412507756136891
862	319	0.37390710182542497
863	107	0.06954658937281522
864	592	0.052968142664684414
865	132	0.25677788746040664
866	930	0.16287632901400295
867	648	0.20700705854728485
868	581	0.5062294978835417
869	460	0.4170298602304322
870	634	0.6538602003439103
871	250	0.42236478905951247
872	550	0.49351380502140674
873	98	0.16745089261081547
874	572	0.6789987729131125
875	297	0.010695193506822576
876	788	0.35222362401538576
877	97	0.36817285031454494
878	712	0.4927091522895426
879	521	0.44472698868639216
880	810	0.22376666652069088
881	776	0.4584284078230676
882	376	0.6496386689902282
883	480	0.4159687905821484
884	594	0.031446502060297976
885	202	0.31186157900744227
886	376	0.6241931799204304
887	851	0.9694004527360325
888	705	0.328849478839115
889	358	0.7566952019486466
890	143	0.309451093727773
891	426	0.13159169125370118
892	484	0.20281315943676337
893	972	0.40015258908435714
894	251	0.9561822079872471
895	750	0.028399603132839513
896	143	0.1400348937708813
897	716	0.8449278164644632
898	644	0.49387594870596896
899	566	0.1121665241537132
900	297	0.2818771899736102
901	98	0.45184198331609404
902	168	0.9582732668581271
903	902	0.9234468720526398
904	285	0.19580714154969814
905	953	0.5480158836693314
906	187	0.543119197985115
907	28	0.620319347422852
908	970	0.007854351804962079
909	78	0.05311749809649269
910	341	0.38267166586001167
911	122	0.25382418486962965
912	749	0.3526409493227972
913	692	0.3688698115142577
914	953	0.9221359524823072
915	891	0.9984992466415649
916	549	0.6281925382231894
917	334	0.8368630402331182
918	799	0.8385961820969938
919	344	0.5516847161585434
920	131	0.6017243876545564
921	339	0.5141916599217371
922	63	0.5137981289938784
923	438	0.7469918997229552
924	997	0.7583486370969224
925	137	0.06062440066292141
926	206	0.7639981976261278
927	883	0.11086475944091745
928	306	0.47038456615477464
929	762	0.6602984181655379
930	21	0.5101576166478151
931	947	0.1087999881606011
932	966	0.15395394258665496
933	654	0.14126282535050638
934	305	0.29701834562822893
935	679	0.39654131929528724
936	863	0.2351140381518816
937	829	0.2950078207109821
938	251	0.8670078130938884
939	88	0.9884409617585416
940	436	0.10789572826030225
941	210	0.1637143808239766
942	329	0.4483289382973239
943	255	0.01488729217262974
944	114	0.8947577776659458
945	569	0.601439818961056
946	725	0.916801554492493
947	981	0.42613035221370454
948	647	0.44424177639640594
949	334	0.5770239462416231
950	841	0.0891712526131806
951	621	0.6389012536774564
952	278	0.7956658394775418
953	523	0.7396909214888718
954	400	0.517152572585984
955	147	0.40197469709074485
956	494	0.6771551795413958
957	99	0.8387068151706428
958	792	0.6483513470817518
959	538	0.7771259836679668
960	110	0.06486239075800893
961	146	0.9585928628257654
962	939	0.8894721309676472
963	86	0.7012308929540035
964	559	0.6494748058940369
965	358	0.5416050851080387
966	444	0.9004437423310483
967	770	0.8328664405766083
968	194	0.8784465309252064
969	134	0.6824064528634958
970	499	0.023442457017815332
971	694	0.37508985134106654
972	408	0.070186292014642
973	439	0.8625725952763551
974	341	0.3808860787319889
975	371	0.758385503255283
976	752	0.9597860765527105
977	396	0.26686811551420775
978	567	0.10710605836197107
979	251	0.025865034104330054
980	454	0.7647174711940105
981	483	0.5153694159495231
982	164	0.3457778506350314
983	276	0.44668437519260173
984	692	0.3505003043549493
985	190	0.42580981210707347
986	884	0.1709607301579289
987	682	0.8262425231031918
988	498	0.7346108610265669
989	883	0.24240100799217867
990	240	0.5956727305305102
991	382	0.714349802123229
992	612	0.0030802384529344806
993	745	0.3025442599857161
994	976	0.26674450036515096
995	40	0.9843588691762328
996	434	0.3150911459103196
997	946	0.9859435709218679
998	52	0.8874232585679713
999	460	0.9188133972998661
1000	212	0.027608908091712014
1001	424	0.04185580206816708
1002	247	0.6689910881784912
1003	809	0.011444285222535266
1004	778	0.5992970009388536
1005	558	0.8889443525453424
1006	468	0.8898086855809679
1007	712	0.4555547271482171
1008	11	0.9666566186159099
1009	278	0.8818772399445638
1010	150	0.8866023754526359
1011	542	0.4771405883566383
1012	357	0.24779699957828227
1013	910	0.9156043955400064
1014	462	0.9670513743723397
1015	523	0.08446801618267163
1016	108	0.7336348817050914
1017	819	0.9973491581738758
1018	155	0.14895878276187546
1019	365	0.7872355890182131
1020	51	0.4341879027174841
1021	860	0.5350666303533699
1022	42	0.6731828994338419
1023	998	0.8808443148891784
1024	200	0.391400108008103
1025	570	0.004725123936853981
1026	123	0.39791316840890156
1027	214	0.5568320613970137
1028	398	0.755189472411281
1029	780	0.12974191781533706
1030	198	0.8641474112736067
1031	842	0.23338892336671058
1032	721	0.8359666840763663
1033	218	0.2677509867065071
1034	864	0.4973592495597954
1035	141	0.7736371946763756
1036	857	0.41887555433138124
1037	81	0.13687008184181515
1038	704	0.3118376358687893
1039	740	0.5248553928074449
1040	381	0.5714131847362641
1041	786	0.6363524585628318
1042	638	0.7252655635166969
1043	681	0.4880365581312436
1044	439	0.7690095251359345
1045	738	0.6201034079069009
1046	884	0.6657105041600379
1047	156	0.05659994622713116
1048	503	0.8605954421611092
1049	277	0.9152200811171533
1050	525	0.3882454470585863
1051	126	0.479269308779932
1052	29	0.41979344773660754
1053	802	0.09866781499381205
1054	210	0.4883178205333396
1055	491	0.5069431059234787
1056	691	0.9673969692482663
1057	625	0.7837004170392678
1058	601	0.6298990377182005
1059	971	0.811416188995845
1060	342	0.4782467337520021
1061	436	0.8349994214085877
1062	68	0.015221527701708593
1063	949	0.3832186734165165
1064	105	0.03527758466213993
1065	821	0.7978982488123334
1066	589	0.3338162983795887
1067	895	0.23457790370137332
1068	400	0.06083677073191884
1069	229	0.20392891285595516
1070	775	0.6709863239749242
1071	494	0.35465282638358175
1072	299	0.23391332505319606
1073	96	0.09093657826704382
